date,lat,lon,value
1/8/2019 21:03:00,-27.460644,-59.065386,Inundaciones/Crecidas
1/8/2019 21:33:00,-38.006302,-59.279494,
1/8/2019 22:25:00,-33.676539,-65.498713,
1/8/2019 21:15:00,-36.276809,-62.564595,
1/8/2019 22:20:00,-36.619367,-64.371276,
1/8/2019 21:43:00,-35.826135,-61.928771,
1/8/2019 19:52:00,-27.237197,-65.574798,Inundaciones/Crecidas
1/8/2019 6:00:00,-33.124387,-64.412230,
1/8/2019 10:40:00,-28.216668,-61.975426,Inundaciones/Crecidas
1/6/2019 18:42:00,-33.132620,-65.041807,Inundaciones/Crecidas
1/8/2019 18:30:00,-35.029591,-63.598363,
1/7/2019 4:30:00,-27.486234,-58.862428,Inundaciones/Crecidas
1/7/2019 0:00:00,-30.014436,-59.547166,
1/6/2019 17:30:00,-31.671931,-60.815880,
1/7/2019 1:46:00,-32.628531,-62.738960,Inundaciones/Crecidas
1/7/2019 10:31:00,-27.486876,-55.158930,
1/7/2019 8:16:00,-26.832842,-65.292635,Inundaciones/Crecidas
1/7/2019 11:39:00,-26.870556,-60.234385,Inundaciones/Crecidas
1/7/2019 15:39:00,-37.098113,-56.894906,
1/6/2019 21:27:00,-28.455989,-62.864458,Inundaciones/Crecidas
1/7/2019 4:00:00,-28.308240,-61.581851,Inundaciones/Crecidas
1/7/2019 4:00:00,-28.229340,-61.534644,Inundaciones/Crecidas
1/7/2019 4:00:00,-28.625419,-61.634377,Inundaciones/Crecidas
1/7/2019 1:33:00,-26.874197,-65.326751,Inundaciones/Crecidas
1/8/2019 0:15:00,-34.627488,-68.360229,
1/8/2019 4:30:00,-35.491062,-62.994676,
1/8/0201 17:32:00,-31.722284,-64.414156,
1/8/2019 23:38:00,-27.470225,-58.851863,Inundaciones/Crecidas
1/8/2019 22:49:00,-29.785421,-58.076760,
1/8/2019 23:42:00,-33.908166,-68.378206,
1/9/2019 0:38:00,-36.619367,-64.371276,Inundaciones/Crecidas
1/9/2019 5:02:00,-37.744882,-57.437550,
1/8/2019 23:30:00,-35.661001,-63.786217,Inundaciones/Crecidas
1/9/2019 12:06:00,-29.704119,-57.190479,Inundaciones/Crecidas
1/9/2019 13:26:00,-28.552902,-56.072455,Inundaciones/Crecidas
1/9/2019 8:23:00,-37.098113,-56.894906,
1/9/2019 2:22:00,-37.319518,-59.177722,
1/8/2019 20:04:00,-28.846521,-59.504721,Inundaciones/Crecidas
1/9/2019 2:53:00,-26.991827,-65.460907,Inundaciones/Crecidas
1/9/2019 14:00:00,-30.356648,-63.955723,Inundaciones/Crecidas
1/9/2019 0:00:00,-27.486234,-58.862428,
1/9/2019 7:00:00,-34.752947,-58.250872,
1/9/2019 7:00:00,-34.740283,-58.308987,
1/9/2019 7:00:00,-34.713026,-58.314538,
1/9/2019 7:00:00,-34.707435,-58.267800,
1/9/2019 7:00:00,-34.712746,-58.267783,
1/9/2019 7:00:00,-34.722064,-58.276604,
1/8/2019 23:01:00,-27.461569,-58.839651,
1/9/2019 18:44:00,-31.404274,-58.007799,Inundaciones/Crecidas
1/9/2019 18:44:00,-31.747299,-60.585004,
1/10/2019 1:57:00,-27.428880,-64.820758,
1/9/2019 17:25:00,-32.325493,-60.033327,Inundaciones/Crecidas
1/9/2019 16:00:00,-31.949667,-65.205334,
1/10/2019 8:37:00,-27.573700,-60.737912,Inundaciones/Crecidas
1/10/2019 10:48:00,-30.014436,-59.547166,Inundaciones/Crecidas
1/10/2019 12:36:00,-28.042293,-59.229869,Inundaciones/Crecidas
1/10/2019 9:58:00,-30.976102,-60.676709,Inundaciones/Crecidas
1/10/2019 22:12:00,-28.462862,-62.126147,Inundaciones/Crecidas
1/11/2019 6:31:00,-30.253100,-57.660917,Inundaciones/Crecidas
1/10/2019 3:00:00,-32.413156,-65.025326,
1/9/2019 21:25:00,-30.948995,-59.801480,Inundaciones/Crecidas
1/8/2019 1:30:00,-27.460644,-59.065386,Inundaciones/Crecidas
1/10/2019 14:03:00,-27.099296,-61.116536,Inundaciones/Crecidas
1/10/2019 10:50:00,-27.828398,-64.079475,
1/14/2019 18:50:00,-35.115186,-60.521806,
1/14/2019 18:54:00,-37.396745,-68.964536,
1/14/2019 13:48:00,-26.790972,-60.471519,Inundaciones/Crecidas
1/14/2019 13:47:00,-27.420711,-61.479077,Inundaciones/Crecidas
1/14/2019 13:01:00,-27.655496,-59.871563,
1/14/2019 2:27:00,-29.150609,-59.293295,Inundaciones/Crecidas
1/13/2019 17:40:00,-26.230382,-65.289668,
1/13/2019 8:41:00,-32.952284,-60.768198,Inundaciones/Crecidas
1/12/2019 20:42:00,-36.508155,-63.883087,
1/12/2019 20:17:00,-38.729547,-60.469513,
1/11/2019 20:02:00,-26.410328,-54.664946,Inundaciones/Crecidas
1/14/2019 18:36:00,-34.364328,-59.383538,
1/12/2019 16:48:00,-36.619367,-64.371276,
1/13/2019 10:28:00,-32.028880,-61.233173,Inundaciones/Crecidas
1/13/2019 13:00:00,-33.008155,-58.618473,Inundaciones/Crecidas
1/13/2018 13:54:00,-31.378583,-58.076641,Inundaciones/Crecidas
1/13/2019 16:38:00,-31.378583,-58.076641,Inundaciones/Crecidas
1/13/2019 15:45:00,-31.378583,-58.076641,Inundaciones/Crecidas
1/12/2019 17:55:00,-31.404274,-58.007799,Inundaciones/Crecidas
1/13/2019 17:01:00,-33.172701,-61.084168,
1/14/2019 0:23:00,-29.704119,-57.190479,Inundaciones/Crecidas
1/13/2019 23:04:00,-32.659828,-62.703933,Inundaciones/Crecidas
1/13/2019 18:41:00,-29.470361,-56.837687,Inundaciones/Crecidas
1/14/2019 1:17:00,-27.396292,-55.994557,
1/12/2019 14:00:00,-30.026683,-58.500370,Inundaciones/Crecidas
1/13/2019 12:00:00,-32.616018,-60.185931,Inundaciones/Crecidas
1/13/2019 14:33:00,-31.273873,-64.346216,
1/14/2019 12:19:00,-27.833790,-61.144090,Inundaciones/Crecidas
1/14/2019 14:30:00,-31.378583,-58.076641,
1/14/2019 12:43:00,-26.870556,-60.234385,Inundaciones/Crecidas
1/13/2019 19:27:00,-32.473759,-58.305053,Inundaciones/Crecidas
1/14/2019 11:58:00,-27.496129,-61.700252,Inundaciones/Crecidas
1/14/2019 12:43:00,-27.217840,-61.208694,Inundaciones/Crecidas
1/14/2019 12:43:00,-27.099296,-61.116536,Inundaciones/Crecidas
1/14/2019 12:43:00,-26.956355,-60.976265,Inundaciones/Crecidas
1/14/2019 12:43:00,-27.326850,-61.303416,Inundaciones/Crecidas
12/14/0019 12:43:00,-26.790972,-60.471519,Inundaciones/Crecidas
1/14/2019 12:43:00,-27.573700,-60.737912,Inundaciones/Crecidas
1/13/2019 14:00:00,-37.025201,-57.090009,
1/14/2019 16:16:00,-27.099296,-61.116536,Inundaciones/Crecidas
1/9/2019 16:15:00,-26.230382,-65.289668,
1/15/2019 19:10:00,-32.473759,-58.305053,Inundaciones/Crecidas
1/15/2019 19:47:00,-29.704119,-57.190479,Inundaciones/Crecidas
1/15/2019 10:08:00,-30.949438,-59.819247,Inundaciones/Crecidas
1/15/2019 12:17:00,-32.118540,-58.613201,Inundaciones/Crecidas
1/15/2019 12:55:00,-32.200376,-58.251529,Inundaciones/Crecidas
1/15/2019 9:00:00,-29.234818,-61.810468,Inundaciones/Crecidas
1/15/2019 20:55:00,-34.328995,-59.003655,
1/15/2019 20:59:00,-27.486234,-58.862428,
1/15/2019 19:31:00,-27.460644,-59.065386,
1/16/2019 13:40:00,-31.881135,-59.028135,Inundaciones/Crecidas
1/16/2019 18:20:00,-34.627488,-68.360229,
1/16/2019 18:20:00,-34.583734,-68.556890,
1/16/2019 18:20:00,-34.583332,-68.458755,
1/16/2019 18:20:00,-34.978002,-67.708501,
1/16/2019 21:21:00,-33.008155,-58.618473,Inundaciones/Crecidas
1/16/2019 22:48:00,-34.771905,-62.997427,
1/16/2019 21:38:00,-34.793991,-63.794044,
1/16/2019 11:05:00,-32.475254,-58.215446,Inundaciones/Crecidas
1/17/2019 0:00:00,-36.772296,-59.921128,
1/17/2019 0:00:00,-27.590494,-56.711811,
1/17/2019 3:10:00,-29.317067,-68.236176,
1/17/2019 12:52:00,-29.893321,-60.301036,Inundaciones/Crecidas
1/17/2019 12:27:00,-32.350920,-65.025301,
1/17/2019 12:33:00,-28.783330,-61.692085,Inundaciones/Crecidas
1/17/2019 14:52:00,-29.908110,-59.834252,Inundaciones/Crecidas
1/17/2019 14:58:00,-31.378583,-58.076641,Inundaciones/Crecidas
1/16/2019 22:00:00,-35.661001,-63.786217,
1/17/2019 12:00:00,-29.704119,-57.190479,Inundaciones/Crecidas
1/17/2019 8:54:00,-29.785421,-58.076760,Inundaciones/Crecidas
1/17/2019 14:39:00,-33.422416,-63.310450,
1/17/2019 15:23:00,-29.691496,-60.269228,Inundaciones/Crecidas
1/17/2019 19:18:00,-31.858787,-59.067364,Inundaciones/Crecidas
1/17/2019 22:48:00,-31.378583,-58.076641,Inundaciones/Crecidas
1/17/2019 18:08:00,-27.322838,-57.978883,Inundaciones/Crecidas
1/17/2019 17:09:00,-29.704119,-57.190479,
1/17/2019 11:07:00,-29.497941,-59.316254,Inundaciones/Crecidas
1/17/2019 8:40:00,-32.698818,-63.724201,
1/18/2019 0:40:00,-27.460644,-59.065386,
1/18/2019 9:36:00,-27.460644,-59.065386,Inundaciones/Crecidas
1/18/2019 1:20:00,-27.486234,-58.862428,
1/18/2019 13:59:00,-33.008155,-58.618473,Inundaciones/Crecidas
1/18/2019 17:58:00,-33.066229,-58.391296,Inundaciones/Crecidas
1/18/2019 17:58:00,-33.070809,-58.429453,Inundaciones/Crecidas
1/18/2019 17:58:00,-33.015575,-58.505912,Inundaciones/Crecidas
1/18/2019 18:23:00,-31.411932,-58.030993,Inundaciones/Crecidas
1/18/2019 10:56:00,-27.486234,-58.862428,
1/24/2019 2:20:00,-32.928746,-68.884726,
1/23/2019 15:45:00,-29.170444,-56.676914,
1/23/2019 5:00:00,-32.658959,-62.315178,Inundaciones/Crecidas
1/23/2019 5:00:00,-32.8835931,-62.687167,Inundaciones/Crecidas
1/23/2019 16:00:00,-31.3990508,-64.334431,Inundaciones/Crecidas
1/23/2019 20:40:00,-29.8277836,-69.748151,Inundaciones/Crecidas
1/25/2019 6:00:00,-34.6384855,-60.500991,Inundaciones/Crecidas
1/23/2019 8:00:00,-31.6179774,-60.776298,Inundaciones/Crecidas
1/25/2019 5:00:00,-35.0311562,-60.298323,
1/23/2019 11:00:00,-30.7457312,-59.653414,Inundaciones/Crecidas
1/25/2019 16:00:00,-31.9772085,-64.590912,
1/25/2019 18:30:00,-31.4120474,-64.569777,
1/25/2019 18:00:00,-31.3990508,-64.334431,Inundaciones/Crecidas
1/25/2019 20:00:00,-30.984361,-64.109721,
1/26/2019 4:00:00,-29.7950712,-64.400877,
1/26/2019 3:00:00,-33.5823511,-69.062079,
1/26/2019 2:04:00,-32.9287463,-68.884726,
1/24/2019 2:16:00,-32.9287463,-68.884726,
1/26/2019 2:00:00,-30.7849836,-64.660460,
1/27/2019 19:00:00,-34.6274175,-68.360229,
1/30/2019 2:40:00,-31.1240984,-64.493538,Inundaciones/Crecidas
1/30/2019 8:00:00,-29.3985014,-66.803371,
1/29/2019 15:00:00,-35.2710635,-57.260931,
1/29/2019 22:10:00,-32.3508838,-65.025301,
1/29/2019 19:00:00,-33.9246499,-64.410069,
1/29/2019 22:00:00,-34.581268,-58.629462,Inundaciones/Crecidas
1/30/2019 0:00:00,-33.8935675,-60.600449,Inundaciones/Crecidas
1/29/2019 21:00:00,-32.6987815,-63.724201,
1/30/2019 1:30:00,-31.09489,-64.514485,
1/30/2019 0:00:00,-31.9772085,-64.590912,
1/30/2019 19:00:00,-33.1142251,-68.499104,
1/31/2019 7:30:00,-30.6933511,-61.057208,Inundaciones/Crecidas
2/1/2019 16:30:00,-35.3896094,-57.358940,
2/1/2019 16:30:00,-35.3896094,-57.358940,
2/1/2019 16:30:00,-35.3896094,-57.358940,
2/1/2019 16:30:00,-35.3896094,-57.358940,
1/31/2019 16:00:00,-34.6375518,-58.379205,
1/30/2019 22:30:00,-32.9080898,-68.836063,Inundaciones/Crecidas
2/1/2019 23:00:00,-33.0718775,-68.546706,
2/8/2019 20:00:00,-34.8319778,-58.440095,
2/9/2019 22:30:00,-31.5257143,-68.523240,Inundaciones/Crecidas
2/7/2019 22:30:00,-35.979682,-62.788695,
2/8/2019 15:00:00,-32.6904247,-64.730904,
2/7/2019 22:30:00,-35.979682,-62.788695,
2/9/2019 7:00:00,-33.17927,-68.624185,Inundaciones/Crecidas
2/8/2019 0:15:00,-36.772158,-59.921128,
2/8/2019 18:35:00,-32.0771512,-64.535358,
2/8/2019 18:00:00,-32.0771512,-64.535358,
2/22/2019 18:58:00,-31.722284,-64.414156,
2/22/2019 20:00:00,-31.724269,-64.456339,
2/22/2019 20:00:00,-31.397473,-64.230573,
2/22/2201 20:00:00,-31.434026,-64.130691,
2/22/2019 20:00:00,-31.439893,-64.162656,
2/22/2019 20:00:00,-31.356834,-64.172829,
2/22/2019 20:00:00,-31.438038,-64.140259,
2/22/2019 20:00:00,-31.399051,-64.334431,
2/22/2019 20:00:00,-35.114355,-65.265330,
10/29/2018 22:05:00,-33.119560,-64.327968,
10/30/2018 13:00:00,-32.952140,-60.768370,
12/16/2017 22:30:00,-30.965972,-64.098056,
2/14/2016 2:30:00,-30.970840,-64.084920,Rayos y/o truenos
10/30/2018 10:00:00,-32.850000,-61.250000,Rayos y/o truenos
10/29/2018 19:00:00,-33.278611,-65.614167,
10/30/2018 12:50:00,-31.399050,-64.334774,
11/2/2018 20:35:00,-32.170533,-64.158452,
11/3/2018 10:35:00,-31.759874,-65.001670,
10/29/2018 22:00:00,-33.132750,-64.336407,Granizo
11/3/2018 13:45:00,-31.412047,-64.569949,Rayos y/o truenos
11/3/2018 14:37:00,-31.136877,-64.305210,
11/3/2018 14:10:00,-31.247224,-64.486128,Granizo
11/3/2018 11:30:00,-31.906637,-64.563729,Rayos y/o truenos
11/3/2018 14:30:00,-31.124098,-64.493581,
10/3/2018 14:10:00,-31.399050,-64.334774,
11/3/2018 13:30:00,-31.412047,-64.569949,Rayos y/o truenos
11/3/2018 13:00:00,-31.360960,-64.333492,
11/4/2018 7:36:00,-33.144595,-64.365000,
11/3/2018 15:00:00,-31.282416,-64.849363,
11/4/2018 0:30:00,-28.304883,-64.219885,
11/4/2018 20:30:00,-33.384444,-64.722778,
11/4/2018 20:30:00,-33.386563,-64.739110,
11/4/2018 17:00:00,-34.576043,-68.457830,
12/1/2013 17:10:00,-34.972222,-59.979967,
11/5/2018 16:25:00,-31.796994,-65.022455,
11/3/2018 19:45:00,-28.635705,-65.143686,Rayos y/o truenos
11/5/2018 23:30:00,-26.873517,-65.306842,
11/6/2018 0:26:00,-31.399050,-64.334774,
11/6/2018 0:45:00,-30.785021,-64.660503,
11/5/2018 15:30:00,-31.616632,-64.880317,Rayos y/o truenos
11/6/2018 2:00:00,-31.425394,-64.201980,
11/4/2018 19:00:00,-31.423182,-62.128334,
11/4/2018 17:30:00,-32.077224,-64.574820,
11/6/2018 15:00:00,-31.3609601,-64.333492,
11/6/2018 15:15:00,-31.4238533,-64.4953921,
11/6/2018 14:00:00,-32.348000,-65.017000,
11/5/2018 15:00:00,-32.348000,-65.017000,
11/6/2018 16:03:00,-31.135000,-64.296000,
11/6/2018 19:00:00,-31.454100,-64.263500,
10/9/2018 18:00:00,-37.458000,-61.931000,
11/9/2018 21:30:00,-35.46,-60.210000,
11/9/2018 20:30:00,-35.073364,-60.462141,
11/9/2018 19:00:00,-36.054900,-63.560000,Granizo
11/10/2018 10:00:00,-34.603722,-58.381592,Rayos y/o truenos
11/10/2018 10:00:00,-35.634100,-59.780000,Granizo
11/10/2018 14:15:00,-33.120000,-64.350000,Granizo
11/10/2018 15:05:00,-33.740100,-61.971900,
11/8/2018 18:00:00,-37.619900,-58.747300,Granizo
11/10/2018 16:58:00,-31.970000,-64.350000,
11/10/2018 17:20:00,-31.9958,-64.300000,
11/10/2018 17:15:00,-32.690000,-62.100000,Rayos y/o truenos
11/10/2018 16:00:00,-32.840000,-62.860000,Granizo
11/10/2018 18:00:00,-32.630000,-62.690000,
11/10/2018 19:00:00,-31.910000,-63.680000,Granizo
10/29/2018 21:00:00,-33.060000,-64.210000,
9/18/2018 17:00:00,-33.060000,-64.210000,
11/10/2018 18:00:00,-32.590000,-62.830000,
11/10/2018 19:30:00,-32.943000,-60.656300,
11/11/2018 7:00:00,-31.500000,-64.190000,
11/11/2018 0:00:00,-32.620000,-62.690000,Granizo
11/10/2018 20:00:00,-32.730000,-65.288000,
11/10/2018 23:30:00,-31.905000,-64.990000,
11/10/2018 9:00:00,-32.730000,-65.288000,
11/11/2018 10:00:00,,,
11/10/2018 23:50:00,-31.871000,-64.980000,
11/10/2018 22:00:00,,,
11/11/2018 12:05:00,-32.435000,-63.248000,
11/11/2018 10:00:00,-32.410000,-63.235000,
11/11/2018 8:00:00,-32.070000,-64.537000,
11/11/2018 10:00:00,-32.697700,-62.100000,
11/10/2018 10:00:00,-34.920000,-57.956000,
11/10/2018 23:30:00,-31.871000,-64.980000,
11/11/2018 12:00:00,-31.727000,-65.004000,
11/10/2018 21:30:00,-31.911000,-65.036000,Ráfagas y/o vientos intensos
11/11/2018 0:30:00,-32.943000,-60.656300,
11/10/2018 23:00:00,-32.943000,-60.656300,Ráfagas y/o vientos intensos
11/10/2018 19:04:00,-31.797600,-64.314400,
11/10/2018 23:00:00,-32.423000,-61.889000,Ráfagas y/o vientos intensos
11/10/2018 18:00:00,-34.856000,-60.388000,
11/10/2018 19:45:00,-32.347000,-65.016000,
11/11/2018 21:15:00,-32.347000,-65.016000,
11/11/2018 21:30:00,-30.698000,-64.074000,
11/11/2018 22:50:00,-31.074000,-64.489000,
11/11/2018 0:00:00,-32.943000,-60.656300,
11/11/2018 23:20:00,-32.281000,-64.230000,Rayos y/o truenos
11/11/2018 7:01:00,-31.420000,-64.188000,
11/11/2018 23:00:00,-31.664000,-63.047000,Rayos y/o truenos
11/11/2018 23:00:00,-28.637000,-65.129000,
11/11/2018 21:35:00,-30.705000,-64.069000,
11/11/2018 20:40:00,-31.652000,-64.223000,
11/11/2018 18:00:00,-30.722000,-64.808000,
11/12/2018 8:00:00,-31.420000,-64.497000,
11/11/2018 23:15:00,-30.420000,-64.490000,Rayos y/o truenos
11/11/2018 22:00:00,-32.346000,-65.016000,
11/11/2018 20:30:00,-33.120000,-64.348000,
11/11/2018 13:00:00,-31.676000,-61.750000,
11/12/2018 6:30:00,-33.120000,-64.348000,Rayos y/o truenos
11/10/2018 19:00:00,-32.410000,-63.240000,
11/11/2018 16:00:00,-31.871000,-64.980000,
11/12/2018 13:00:00,-32.452000,-64.386000,
11/10/2018 23:20:00,-31.833000,-64.983000,
11/10/2018 23:00:00,-34.977000,-67.689000,
10/11/2018 21:00:00,-31.726000,-61.097000,Rayos y/o truenos
11/10/2018 23:00:00,-34.996000,-67.510000,
11/12/2018 1:03:00,-31.136000,-64.297000,
11/12/2018 20:14:00,-31.413000,-64.203000,
11/12/2018 13:00:00,-31.094000,-64.483000,
11/11/2018 23:00:00,-31.205000,-60.930000,
11/11/2018 23:00:00,-32.916000,-60.771000,
11/11/2018 0:00:00,-35.023000,-58.424000,
11/11/2018 0:00:00,-32.696000,-63.703000,
11/12/2018 1:00:00,-36.363800,-62.359100,
11/13/2018 6:32:00,-31.826400,-65.004900,
11/12/2018 1:30:00,-30.789600,-60.591900,
10/29/2018 21:00:00,-32.149234,-65.803668,Granizo
11/15/2018 15:00:00,-31.648000,-64.088000,
11/17/2018 10:00:00,-31.678967,-64.309189,
11/22/2018 10:00:00,-33.044167,-61.168056,Ráfagas y/o vientos intensos
11/22/2018 11:00:00,-29.80277778,-64.716667,
11/21/2018 10:00:00,-32.946667,-60.639167,Rayos y/o truenos
11/25/2018 16:05:00,-34.591825,-68.402856,
11/25/2018 19:59:00,-32.911944,-68.876111,
11/25/2018 19:30:00,-33.100000,-68.716700,
11/25/2018 17:00:00,-34.617722,-68.330071,
11/25/2018 20:00:00,-33.081032,-68.468140,
11/26/2018 4:00:00,-32.70055556,-63.70416667,
11/25/2018 22:10:00,-32.758000,-68.397000,Ráfagas y/o vientos intensos
11/26/2018 16:38:00,-34.627453,-68.351532,Ráfagas y/o vientos intensos
11/25/2018 16:20:00,-34.580087,-68.449014,
11/26/2018 16:45:00,-34.588466,-67.845038,Granizo
11/26/2018 0:00:00,-32.470000,-64.396944,Ráfagas y/o vientos intensos
11/27/2018 7:30:00,-30.703430,-64.065000,
11/27/2018 20:15:00,-24.726944,-64.195278,Rayos y/o truenos
11/28/2018 16:29:00,-33.460550,-68.603330,
11/29/2018 15:10:00,-33.384167,-64.716667,
11/29/2018 19:45:00,-31.783627,-64.908517,Rayos y/o truenos
11/29/2018 20:00:00,-31.72536,-64.908517,
11/30/2018 23:00:00,-34.563,-58.458000,
11/30/2018 19:00:00,-32.732979,-65.287410,
11/29/2018 20:55:00,-28.416673,-65.287410,
12/1/2018 0:30:00,-31.681237,-65.287410,
11/30/2018 16:09:00,-31.510802,-65.287410,
11/28/2018 16:40:00,-31.726012,-65.004000,
11/30/2018 22:00:00,-32.452824,-64.387135,
11/29/2018 19:00:00,-33.178426,-68.612769,Ráfagas y/o vientos intensos
11/30/2018 22:29:00,-34.781753,-58.837740,Ráfagas y/o vientos intensos
11/29/2018 19:30:00,-33.156111,-68.587778,Rayos y/o truenos
11/29/2018 14:40:00,-34.978292,-67.689557,
11/29/2018 15:00:00,-34.614632,-68.339290,
11/30/2018 18:00:00,-33.300214,-66.334214,Ráfagas y/o vientos intensos
11/30/2018 17:15:00,-28.180013,-65.493979,
11/30/2018 17:50:00,-31.424459,-62.085118,
11/30/2018 17:20:00,-28.180037,-65.662505,
11/16/2018 19:20:00,-38.012427,-57.530487,
11/30/2018 16:57:00,-32.996111,-60.695278,Granizo
12/4/2018 16:23:00,-32.9121495,-68.8763407,Rayos y/o truenos
12/4/2018 15:48:00,-31.418072,-64.202608,
12/4/2018 21:48:00,-31.418072,-64.202608,
12/4/2018 21:30:00,-31.783627,-64.908517,
12/4/2018 14:10:00,-31.579148,-64.606733,Granizo
12/4/2018 23:03:00,-31.424847,-64.492391,
12/4/2018 16:00:00,-30.960233,-64.518585,
12/5/2018 15:40:00,-31.97802,-64.70733,
12/5/2018 15:43:00,-31.611944,-64.758333,
12/5/2018 15:50:00,-31.611944,-64.758333,
12/5/2018 16:37:00,-31.611944,-64.758333,
12/5/2018 18:22:00,-31.611944,-64.758333,Rayos y/o truenos
12/5/2018 15:00:00,-31.529,-64.8,Granizo
12/5/2018 23:00:00,-29.417428,-66.855948,
12/6/2018 1:00:00,-28.100000,-65.316667,Ráfagas y/o vientos intensos
12/5/2018 23:00:00,-28.468611,-65.779167,
12/4/2018 18:30:00,-31.618056,-64.866222,
12/4/2018 17:39:00,-32.905278,-68.786667,Ráfagas y/o vientos intensos
12/4/2018 16:40:00,-32.916667,-68.833333,
12/4/2018 16:24:00,-32.905278,-32.905278,
12/1/2018 22:00:00,,,
11/30/2018 22:50:00,-34.665278,-58.727500,
11/27/2018 16:41:00,-27.451389,-58.986667,
11/27/2018 14:10:00,-35.028861,-68.677000,
11/25/2018 21:10:00,-33.466667,-67.550000,
11/29/2018 14:25:00,-34.966667,-67.700000,
12/8/2018 16:18:00,-34.617500,-68.335556,
12/9/2018 13:30:00,-35.116667,-60.500000,
12/9/2018 0:51:00,-33.318611,-68.753889,
12/9/2018 7:20:00,-33.012315,-66.309479,
12/9/2018 13:10:00,-35.116667,-60.500000,Ráfagas y/o vientos intensos
12/9/2018 13:49:00,-35.416667,-60.166667,
12/9/2018 18:40:00,-33.350000,-61.350278,Granizo
12/9/2018 18:30:00,-33.400000,-61.616667,
12/9/2018 18:30:00,-33.400000,-61.616667,
12/9/2018 18:40:00,-33.350000,-61.350278,Ráfagas y/o vientos intensos
12/9/2018 18:40:00,-33.350000,-61.350278,
12/9/2018 18:40:00,-33.350000,-61.350278,Granizo
12/9/2018 18:30:00,-33.400000,-61.616667,Granizo
12/9/2018 17:50:00,-34.850000,-61.516944,
11/26/2018 17:00:00,-34.617883,-68.300301,
12/10/2018 12:46:00,-32.296781,-64.283852,
12/10/2018 19:05:00,-35.233333,-63.583333,
12/10/2018 18:31:00,-35.416667,-64.483333,
12/10/2018 19:30:00,-35.666667,-63.733333,
12/10/2018 21:28:00,-35.033333,-63.016667,
12/10/2018 19:31:00,-34.931495,-62.737481,
12/10/2018 19:56:00,-35.700000,-64.133333,
12/10/2018 19:57:00,-35.000000,-63.350000,
12/10/2018 20:07:00,-35.416667,-64.483333,
12/10/2018 20:40:00,-35.033333,-63.016667,
12/10/2018 18:20:00,-35.700000,-64.133333,
12/10/2018 20:30:00,-35.000000,-63.350000,
12/10/2018 19:00:00,-35.533333,-63.800000,
12/10/2018 18:20:00,-36.466667,-65.333333,
12/10/2018 18:30:00,-35.700000,-64.133333,Ráfagas y/o vientos intensos
12/10/2018 19:02:00,-35.416667,-64.483333,
12/10/2018 21:30:00,-36.855006,-64.731860,
12/10/2018 19:00:00,-35.387222,-64.282778,
12/10/2018 19:56:00,-35.700000,-64.133333,
12/10/2018 21:14:00,-35.033333,-63.016667,
12/10/2018 19:56:00,-35.700000,-64.133333,
12/10/2018 19:00:00,-35.416667,-64.483333,
12/11/2018 9:20:00,-32.950000,-60.650000,
12/11/2018 8:08:00,-33.316667,-60.200000,
12/10/2018 18:00:00,-35.384229,-64.297348,
12/11/2018 7:50:00,-33.333333,-60.216667,
12/11/2018 8:18:00,-33.324484,-62.041291,
12/10/2018 15:00:00,-33.906715,-65.424870,
12/10/2018 18:30:00,-35.392471,-62.440814,
12/11/2018 11:13:00,-24.766496,-66.722778,
12/10/2018 17:00:00,,,
12/11/2018 11:23:00,-33.749411,-61.969016,
12/10/2018 20:30:00,-35.033333,-63.016667,
12/11/2018 10:25:00,-32.473599,-59.390642,
12/11/2018 13:12:00,-32.320000,-58.075556,
12/11/2018 13:17:00,-32.320000,-58.075556,
12/11/2018 14:32:00,-31.633333,-60.700000,
12/11/2018 14:45:00,-31.633333,-60.700000,
12/11/2018 16:00:00,-30.916981,-62.690444,
12/11/2018 16:00:00,-30.916981,-62.690444,
12/11/2018 15:50:00,-31.014844,-62.676881,
12/11/2018 15:00:00,-30.948991,-59.818990,
12/11/2018 9:38:00,-35.168698,-58.240470,
12/11/2018 15:43:00,-30.916904,-62.707954,
12/11/2018 16:38:00,-30.916904,-62.707954,
12/11/2018 18:20:00,-26.230363,-65.289668,
12/12/2018 9:48:00,-27.486234,-58.862427,
12/11/2018 15:30:00,-30.995156,-62.835391,Granizo
12/11/2018 14:32:00,-31.633333,-60.700000,
12/11/2018 16:30:00,-31.415680,-63.092692,
12/11/2018 16:46:00,-30.916904,-62.707954,
12/10/2018 22:05:00,-34.850000,-61.516944,
12/12/2018 11:37:00,-27.460492,-59.065387,
12/11/2018 20:40:00,-32.175040,-58.803948,
12/11/2018 12:00:00,-33.008155,-58.618473,
12/12/2018 23:30:00,-28.455989,-62.864458,
10/25/2018 22:08:00,-31.399344,-64.334429,
10/27/2018 20:17:00,-32.916667,-68.833333,
12/11/2018 20:40:00,,,
10/29/2018 22:45:00,-32.452778,-64.388056,
12/12/2018 10:56:00,-28.046270,-58.244841,
10/29/2018 17:25:00,-33.372800,-69.147500,
10/30/2018 20:08:00,-33.122987,-64.347757,
12/11/2018 14:40:00,-31.671771,-60.761634,
10/31/2018 1:00:00,-27.333333,-65.583333,
12/11/2018 14:22:00,-31.617977,-60.776299,
10/31/2018 21:00:00,-27.300000,-65.566667,
11/3/2018 14:00:00,-31.416667,-64.183333,
